Points_0,Points_1,Points_2
13.4617,-137.289,1263.92
13.6378,-137.785,1264.61
13.795,-137.778,1264.81
13.6785,-137.565,1265.13
13.6719,-137.273,1264.2
13.8316,-137.373,1264.4
14.0798,-137.535,1264.57
14.3368,-136.937,1264.24
14.2711,-136.751,1263.93
13.1162,-136.347,1265.27
13.6446,-136.077,1183.75
12.7305,-135.788,1240.6
12.7018,-134.723,1239.7
14.2531,-134.982,1240.23
13.946,-135.377,1256.39
12.8243,-135.874,1258.39
12.9096,-135.782,1257.91
13.4498,-135.46,1258.4
13.8602,-135.756,1258.7
13.8736,-135.148,1258.14
14.0774,-135.165,1258.4
14.2785,-134.976,1258.21
14.0213,-135.984,1259.05
13.9907,-135.871,1258.81
14.2517,-135.802,1258.85
13.5728,-135.256,1262.25
13.1817,-135.926,1264.98
14.149,-135.057,1264.34
13.7502,-133.86,1183.93
12.9208,-133.405,1238.65
13.5315,-133.142,1238.19
14.0094,-134.264,1239.41
13.512,-133.633,1251.16
13.6278,-134.551,1257.54
14.0791,-132.869,1183.95
14.0639,-131.757,1232.49
14.0928,-132.305,1235.33
13.031,-132.815,1237.7
14.1956,-132.74,1236.81
14.0455,-131.625,1242.22
13.8752,-131.912,1244.15
14.0755,-131.831,1243.2
13.2723,-132.067,1244.75
14.2642,-132.081,1245.01
13.7195,-132.942,1248.13
13.5618,-130.487,1181.29
13.6427,-131.317,1184.34
14.122,-130.519,1184.52
13.7048,-130.351,1228.86
13.894,-131.299,1231.11
14.0951,-130.344,1239.02
14.0359,-129.817,1238.2
12.8561,-130.393,1240.01
13.0859,-130.863,1240.84
13.9313,-130.785,1239.98
13.2388,-131.33,1241.97
13.8909,-131.337,1241.37
13.4653,-129.343,1181.68
13.9835,-129.605,1184.88
13.3233,-128.335,1219.27
12.9658,-128.479,1220.47
13.3105,-129.14,1222.95
14.1505,-129.559,1222.42
13.2796,-129.195,1224.15
14.033,-129.657,1224.01
12.9246,-129.107,1226.54
13.3473,-129.202,1225.34
13.6926,-129.754,1226.99
13.3811,-128.541,1236.99
13.395,-129.134,1237.66
14.2971,-129.2,1237.25
13.7402,-127.58,1182.09
12.8508,-126.97,1186.32
13.2622,-127.808,1185.79
13.4812,-126.755,1186.5
13.9407,-127.667,1185.9
14.2828,-126.779,1186.56
13.5126,-127.362,1216.87
13.0119,-127.165,1236.03
13.3156,-127.607,1236.17
13.512,-127.18,1235.79
13.4856,-126.754,1235.6
14.0522,-127.587,1235.82
12.7551,-125.977,1182.93
13.5896,-125.928,1187.4
14.3433,-125.394,1189.08
14.2941,-125.025,1190.46
13.4464,-125.326,1213.15
13.8707,-126.387,1213.99
13.0131,-126.031,1215.33
13.0087,-126.131,1235.62
12.8593,-125.437,1235.45
13.8288,-126.132,1235.26
14.2764,-126.576,1235.24
12.9855,-124.973,1188.8
13.1402,-124.661,1189.79
13.156,-123.902,1192.39
14.291,-124.075,1193.69
13.4924,-123.505,1195.32
14.2549,-123.358,1203.27
13.865,-123.547,1209.19
13.7992,-124.15,1210.78
13.3459,-124.784,1234.6
13.9212,-123.64,1233.44
12.9387,-121.978,1185.39
12.9137,-122.821,1197.49
14.0537,-123.092,1199.45
13.5088,-122.721,1201.69
13.0223,-122.353,1204.34
13.8994,-123.077,1204.58
13.2298,-122.816,1208.06
12.8727,-121.941,1233.04
12.7833,-121.478,1185.53
14.3611,-119.133,1229.69
13.6757,-119.724,1230.96
14.1175,-117.597,1184.2
13.0664,-118.181,1230.89
13.3146,-117.506,1230.38
13.603,-117.844,1229.92
13.8589,-115.589,1184.52
13.9337,-116.168,1228.66
13.3546,-116.711,1230.58
13.3209,-115.951,1231.4
12.85,-115.662,1232.38
13.6701,-114.193,1184.89
14.1123,-114.155,1184.72
14.4406,-114.869,1227.32
14.3822,-114.162,1227.82
14.1115,-114.421,1228.85
13.5543,-115.145,1231.37
13.7368,-115.329,1230.54
14.1461,-113.935,1229.94
13.2326,-113.963,1232.44
13.2828,-115.057,1232
13.6901,-113.668,1185.04
12.8853,-113.704,1185.65
14.3975,-113.716,1228.45
13.9617,-113.839,1231.01
14.092,-113.072,1231.33
13.0952,-113.377,1232.94
13.567,-113.577,1232.03
13.2796,-112.43,1233.36
12.8039,-110.879,1186.63
13.27,-112.224,1185.71
13.1998,-111.391,1186.09
13.3059,-110.822,1186.11
13.7036,-111.832,1185.65
13.9273,-111.325,1185.58
13.8363,-110.689,1185.91
13.9286,-110.905,1234.08
13.0241,-110.245,1186.52
13.2904,-109.587,1186.77
13.8754,-109.634,1186.3
12.8498,-109.138,1187.29
14.2119,-109.764,1211.45
14.4751,-109.958,1217.44
13.1701,-109.99,1235.63
14.334,-108.259,1186.51
13.0732,-108.564,1187.4
13.9363,-107.994,1186.99
14.4524,-108.748,1207.05
14.2067,-107.408,1206.88
14.0702,-107.796,1208.01
13.4786,-107.947,1211.99
13.3739,-107.765,1213.4
13.86,-108.305,1216.48
14.0745,-107.982,1218.46
13.5106,-108.2,1237.16
13.2724,-107.562,1238.08
13.2965,-107.443,1187.86
13.4675,-106.591,1188.03
13.9441,-106.413,1187.73
14.1269,-107.266,1187.08
14.0527,-106.101,1187.94
13.487,-107.226,1209.51
12.8601,-106.572,1212.14
13.3074,-107.263,1210.81
12.8434,-106.471,1217.09
13.4217,-107.147,1217.29
13.2351,-106.478,1218.52
13.5132,-106.326,1219.68
13.8779,-106.617,1219.71
14.0832,-106.069,1221.68
14.389,-106.839,1220.56
14.1001,-105.867,1224.07
13.5199,-106.822,1238.99
13.9108,-107.303,1237.97
12.9168,-106.505,1240.5
13.4936,-106.084,1240.82
14.0538,-106.272,1239.66
13.266,-105.929,1241.83
12.8867,-105.939,1243
12.8785,-106.165,1249.65
13.0785,-106.165,1249.66
13.0785,-105.965,1249.75
13.3783,-105.951,1249.93
14.2239,-105.983,1250.39
12.8509,-105.228,1189.54
13.2876,-105.222,1189.15
13.8649,-105.154,1188.8
13.7986,-105.501,1206.81
13.6444,-105.666,1228.69
13.6606,-105.155,1232.12
14.0901,-105.659,1241.42
13.6694,-105.515,1243.76
13.8726,-105.501,1242.75
13.1002,-105.338,1244.53
12.9415,-105.29,1247.28
12.9084,-105.364,1248.62
14.1249,-104.998,1248
13.0431,-105.455,1249.19
13.6913,-105.412,1249.81
13.9312,-105.223,1249.56
14.2622,-105.775,1250.49
13.7781,-103.774,1189.75
13.2546,-103.914,1190.25
12.8421,-102.407,1192.03
13.1753,-101.921,1192.01
13.0965,-101.56,1207.19
13.4245,-102.121,1206.85
13.9979,-100.956,1206.14
13.847,-100.157,1206.26
14.2116,-99.1129,1193.92
12.9266,-99.3182,1205.86
14.2422,-97.9948,1205.34
13.4487,-99.4366,1206.12
12.9362,-97.7044,1199.43
13.9814,-96.3691,1200.93
13.1308,-97.1766,1201.59
12.879,-97.7195,1202.95
13.1627,-97.836,1204.21
13.5676,-96.8004,1203.19
14.1527,-96.4796,1203.97
13.9063,-97.5376,1204.8
14.3934,-95.7999,1201.95
15.5141,-174.776,1211.12
14.7728,-175.053,1215.35
15.1328,-175.115,1214.25
14.9066,-175.395,1218.05
15.3728,-175.555,1218.34
15.1671,-175.305,1217.22
16.1161,-175.638,1218.29
14.8419,-175.326,1219.71
16.036,-175.552,1218.72
14.4212,-175.263,1221.87
15.5841,-175.607,1220.58
15.8401,-175.501,1223.22
14.6755,-175.222,1223.44
14.7559,-175.273,1223.98
15.1791,-175.292,1224.49
15.6498,-175.465,1224.05
15.0885,-175.169,1225.6
14.7552,-174.607,1228.71
15.4273,-173.076,1204.73
14.9756,-174.179,1231.2
15.3161,-174.358,1230.78
15.186,-173.606,1233.2
14.6851,-173.173,1234.76
15.3945,-173.133,1235.14
15.7656,-171.499,1209.77
15.883,-171.855,1210.61
14.8268,-171.812,1211.57
15.651,-172.167,1212.25
15.7819,-172.173,1215.02
15.2079,-172.185,1217
14.7184,-172.357,1219.74
15.8157,-171.58,1226.25
14.5989,-172.813,1235.48
14.8727,-172.83,1235.69
15.277,-172.096,1237.98
15.1573,-171.507,1239.14
15.8049,-171.47,1239.78
14.4394,-171.134,1209.85
14.5085,-171.089,1227.97
15.3652,-171.151,1229.06
14.7912,-170.566,1231.66
14.6786,-170.136,1233.29
14.65,-170.626,1240.79
15.879,-171.226,1240.38
15.6084,-170.661,1241.19
14.5013,-168.385,1202.17
14.4473,-169.152,1203.5
15.868,-169.34,1203.48
14.4243,-169.669,1204.8
14.7225,-168.495,1244.23
15.7574,-169.344,1243.63
15.9313,-169.594,1243.21
15.012,-167.646,1194.53
16.4071,-166.798,1193.05
14.6852,-166.914,1199.41
14.5586,-167.054,1240.63
15.3319,-168.035,1239.46
15.9119,-167.739,1240.46
15.661,-166.766,1241.9
15.2775,-165.379,1197.2
15.2329,-166.343,1248.41
15.6526,-166.187,1248.85
15.1289,-165.5,1249.45
15.048,-164.034,1245.18
15.8609,-163.561,1245.99
15.9132,-163.591,1252.54
15.5183,-161.977,1193.04
14.6204,-163.264,1194.56
15.4463,-162.155,1247.1
14.97,-162.433,1253.41
15.3764,-162.396,1253.63
15.4004,-162.991,1252.79
14.8921,-161.326,1192.52
15.7703,-160.986,1191.78
15.4058,-160.347,1248.41
14.8857,-161.348,1254.79
14.8682,-161.147,1255.05
15.2314,-160.939,1255.41
15.5743,-160.52,1256.34
14.5146,-160.18,1191.12
14.6397,-157.1,1184.79
15.0856,-157.555,1184.93
15.1286,-157.332,1184.79
15.3946,-158.148,1185.38
15.0023,-157.847,1249.85
15.0165,-157.823,1259.04
15.7589,-155.551,1183.52
14.516,-156.403,1184.5
14.6909,-156.772,1184.64
15.0896,-156.902,1184.59
15.3137,-156.376,1184.11
15.3276,-156.377,1187.73
15.285,-155.452,1252.59
16.064,-155.734,1256.44
14.658,-156.91,1259.58
14.5134,-154.588,1183.36
15.6251,-155.116,1183.38
15.8741,-154.649,1182.97
16.0777,-155.411,1183.38
16.0966,-155.225,1183.2
14.7568,-155.385,1252.17
14.6164,-154.961,1252.76
15.2693,-155.313,1252.99
15.3125,-155.198,1253.85
14.8031,-154.732,1257.15
14.6913,-154.13,1258.26
15.2341,-153.892,1259.4
15.6656,-154.557,1258.77
15.9293,-153.696,1260.39
15.2661,-152.614,1264.72
15.7816,-151.971,1185.49
14.9187,-151.728,1262.04
15.8146,-151.039,1263.73
16.0168,-149.441,1184.61
14.4803,-150.473,1263.18
14.9906,-149.99,1264.19
15.0785,-150.165,1264.98
14.979,-149.838,1264.8
15.5642,-150.556,1264.78
15.921,-147.574,1180.85
14.9375,-148.224,1184.67
15.1004,-146.992,1181.01
15.52,-146.663,1180.77
15.4829,-145.564,1183.93
15.7708,-142.367,1183.61
14.6865,-138.129,1183.47
15.2631,-137.589,1183.18
15.3981,-136.777,1183.12
14.8711,-136.244,1242.73
15.2267,-136.75,1243.79
15.0233,-137.38,1244.78
14.7614,-136.229,1263.35
14.4529,-137.084,1264.41
14.6639,-137.02,1264.6
14.8015,-136.938,1264.4
15.2623,-136.479,1264.2
15.2785,-136.56,1264.4
15.6785,-136.318,1264.2
15.6206,-136.227,1179.95
14.5585,-134.798,1183.58
14.9395,-135.602,1241.55
15.8908,-135.656,1242.46
15.0223,-135.418,1253.91
15.1778,-134.892,1255.82
14.4708,-135.534,1258.66
14.4717,-135.103,1258.39
14.469,-134.85,1257.96
14.5003,-134.911,1258.2
14.8424,-135.419,1258.65
14.8905,-134.978,1258.3
14.8812,-134.703,1258.01
15.0771,-135.167,1258.46
15.1612,-134.584,1257.71
15.2745,-135.125,1258.4
15.2468,-135.184,1258.66
15.4683,-134.824,1258.21
15.5848,-134.957,1258.42
15.8626,-134.763,1258.22
14.5947,-135.6,1258.87
14.9053,-135.083,1264.76
15.8768,-135.79,1263.78
15.9785,-135.967,1264.01
14.5017,-133.752,1183.76
14.8175,-134.131,1239.23
14.9271,-133.577,1238.31
15.9009,-134.119,1239.15
15.7995,-133.06,1255.85
15.5135,-134.546,1257.99
16.0055,-134.569,1258.01
15.4765,-133.464,1259.28
15.6719,-133.567,1262.48
14.9249,-134.615,1264.6
15.6573,-133.706,1263.97
15.5766,-131.836,1180.47
15.3448,-131.557,1230.72
15.9497,-131.76,1230.1
15.8769,-132.096,1231.94
15.0961,-132.462,1234.38
15.3456,-132.843,1236
14.6855,-131.602,1241.61
14.8961,-131.883,1242.59
14.8993,-132.084,1243.82
15.4959,-132.28,1245.01
14.8759,-132.254,1246.08
15.5877,-132.313,1247.2
14.757,-130.961,1180.98
14.852,-131.453,1184.35
15.6581,-130.29,1221.92
15.3764,-130.444,1223.67
15.2742,-130.554,1225.98
15.0241,-130.627,1227.56
14.6935,-130.142,1238.36
15.0625,-130.708,1239.18
15.8997,-130.778,1239.02
15.8653,-130.356,1238.27
14.7008,-131.337,1240.81
15.4614,-131.096,1239.85
15.6107,-129.679,1180.99
15.7014,-128.542,1181.34
14.6512,-129.714,1184.91
14.8966,-128.307,1216.81
15.0301,-129.171,1219.16
15.5023,-128.746,1236.34
14.4657,-128.539,1236.46
15.1783,-129.767,1237.61
15.4511,-129.337,1236.98
15.1254,-127.262,1186.38
15.2873,-126.6,1187.02
15.28,-126.905,1212.51
14.7354,-127.332,1214.15
15.2777,-127.962,1214.69
14.4471,-127.148,1235.43
14.8937,-127.954,1235.8
14.8628,-126.892,1235.2
15.0843,-127.351,1235.36
15.3086,-127.758,1235.55
15.7046,-128.17,1235.78
15.6703,-127.372,1235.26
15.8862,-127.771,1235.47
14.5771,-125.846,1182.6
14.4469,-126.074,1187.45
15.2846,-126.198,1187.68
15.6309,-125.21,1191.87
15.6127,-125.25,1208.97
15.9149,-126.269,1210.55
14.4655,-126.329,1212.78
15.712,-126.176,1234.45
14.6606,-126.172,1234.98
15.465,-126.631,1234.97
14.8566,-124.376,1183.41
15.7371,-124.944,1182.97
15.5575,-124.021,1183.6
15.5429,-123.345,1183.82
14.6446,-124.395,1192.94
15.147,-124.471,1193.8
15.25,-124.161,1196.12
15.4371,-124.007,1198.99
14.9293,-123.8,1201.74
15.5046,-124.717,1205.73
15.3146,-124.697,1207.95
14.7089,-124.879,1210.2
14.5324,-123.214,1184.27
14.4718,-123.322,1200.25
14.5567,-119.833,1183.96
15.8164,-119.957,1227.94
15.0589,-119.221,1228.67
16.0318,-117.244,1217.89
15.8791,-118.073,1224.31
14.9177,-117.223,1226.63
14.5423,-117.656,1228.07
15.4233,-116.432,1183.46
15.4906,-115.927,1183.48
15.0337,-116.111,1183.79
15.9846,-116.097,1215.7
15.506,-116.081,1221.8
15.7571,-116.257,1220.69
15.0492,-115.488,1222.98
15.3148,-116.397,1223.28
15.6276,-116.761,1222.05
14.9236,-115.761,1225.16
15.9211,-115.422,1183.46
15.8682,-115.273,1213.81
15.726,-114.524,1212.31
15.6533,-114.325,1214.54
15.8166,-114.02,1216.51
15.6482,-114.512,1220
15.329,-114.275,1221.4
14.7832,-114.072,1223.32
14.7984,-114.753,1223.77
14.7885,-113.312,1184.53
15.0823,-112.962,1184.37
15.2459,-113.735,1184.14
15.2473,-112.41,1184.55
15.6351,-113.067,1184.12
15.9617,-113.746,1183.72
15.0696,-112.919,1211.79
14.8793,-112.533,1212.43
15.0235,-112.949,1212.85
15.0989,-113.227,1212.43
15.301,-113.573,1213.27
15.4184,-112.822,1215.14
15.6539,-113.162,1216.49
15.3743,-112.361,1217.98
15.7118,-113.51,1217.7
15.3084,-113.112,1220.19
15.3141,-112.505,1218.94
14.8345,-113.032,1222.5
14.6771,-113.417,1226.57
14.825,-112.405,1227.49
14.8424,-112.613,1229.18
14.5828,-112.915,1230.07
14.6413,-112.28,1231.11
14.4959,-112.169,1184.95
14.6726,-111.204,1185.14
14.47,-110.957,1185.31
14.6771,-110.767,1185.29
15.2735,-111.441,1207.21
15.2899,-111.02,1206.12
15.3752,-112.111,1209
14.8127,-111.024,1209.68
14.809,-112.056,1211.58
14.5538,-110.932,1212.47
14.6127,-110.679,1215.2
15.0551,-112.179,1214.14
14.7506,-110.853,1216.46
15.2855,-112.13,1215.95
15.3366,-112.171,1216.86
14.901,-111.265,1218.13
14.7728,-111.021,1219.36
14.7738,-111.38,1221.01
14.7403,-111.659,1223.42
14.9045,-111.611,1226.1
15.2338,-111.121,1227.27
15.4768,-111.488,1229.51
15.3812,-111.533,1230.67
15.2999,-110.976,1232.11
15.6746,-110.386,1184.87
15.621,-109.292,1185.22
14.4571,-110.393,1185.56
14.6635,-109.599,1185.84
15.0561,-110.582,1185.26
15.2412,-109.897,1185.39
15.6751,-110.209,1204.13
14.856,-109.375,1205.23
15.1718,-110.055,1205.01
15.1813,-109.539,1204.56
14.6487,-109.974,1207.21
14.6725,-109.546,1205.98
14.6083,-109.559,1206.48
14.8331,-110.386,1206.64
14.7926,-109.967,1206
14.6853,-109.966,1206.56
14.8137,-110.598,1207.7
14.5329,-109.597,1209.08
14.4991,-110.426,1211.03
14.5166,-109.433,1219.34
14.7649,-110.538,1221.47
15.0562,-109.134,1221.83
15.0106,-110.535,1223.56
15.6149,-109.964,1225.27
15.7724,-110.134,1226.79
15.8847,-110.346,1227.99
15.827,-109.534,1234.36
14.4942,-109.798,1235.17
14.4659,-109.13,1235.89
15.4546,-109.113,1235.31
15.7904,-108.127,1185.79
15.9311,-108.472,1203.05
14.8019,-108.914,1205.22
14.6895,-107.629,1205.61
14.9707,-108.985,1204.81
15.0002,-108.527,1204.76
15.2145,-108.957,1204.32
14.5917,-108.926,1206.01
14.5982,-108.136,1220.27
15.108,-107.907,1221.7
15.9396,-107.589,1223.45
16.0475,-108.795,1224.44
15.4561,-107.756,1236.57
14.676,-106.47,1187.37
14.5019,-106.469,1205.78
15.3607,-107.117,1204.32
14.618,-106.36,1221.57
14.9803,-106.802,1221.78
15.4525,-106.002,1223.17
15.6688,-106.596,1223.05
14.5968,-106.776,1238.34
14.5829,-106.377,1239.02
15.1034,-106.221,1239.02
15.9037,-105.878,1239.39
14.7001,-106.057,1239.61
15.2874,-105.897,1239.59
14.6785,-105.965,1250.65
14.8785,-105.965,1250.76
14.6785,-105.965,1250.81
14.8785,-105.965,1250.81
15.0531,-105.965,1251
15.2785,-105.965,1251.2
15.4785,-106.004,1251.2
15.6023,-105.965,1251.4
15.8785,-106.042,1251.4
15.8785,-105.965,1251.59
14.9712,-105.01,1187.84
15.9242,-105.063,1203.71
14.9494,-105.573,1204.9
15.2417,-105.795,1223.3
15.0124,-105.537,1224.33
15.1886,-105.633,1223.72
15.8628,-105.572,1224.21
15.792,-105.013,1226.68
15.1788,-104.435,1233.63
15.2212,-104.201,1236.37
14.3277,-104.549,1238.08
14.4721,-105.784,1240.52
15.255,-105.724,1240.05
15.7092,-105.705,1239.85
15.6937,-105.366,1240.87
14.6782,-105.33,1242.02
15.0539,-105.417,1241.18
15.0858,-105.13,1242.58
15.4604,-105.178,1241.81
15.6848,-105.028,1242.43
14.4888,-105.25,1243.04
14.7098,-104.747,1243.18
15.2782,-105.021,1243.24
15.7361,-104.894,1244.27
14.5662,-105.203,1245.02
14.9399,-104.763,1244.92
15.1919,-105.158,1246.93
15.2619,-105.34,1248.29
15.6674,-104.81,1249
14.4323,-105.585,1250.55
14.6906,-105.257,1250.4
15.2475,-105.077,1250.34
15.4697,-105.617,1249.82
15.8738,-105.013,1250.56
14.7181,-105.765,1250.8
14.8785,-105.765,1250.9
15.2866,-105.591,1251.12
15.4785,-105.765,1251.3
15.4987,-105.165,1250.8
15.6671,-105.335,1251.18
14.8689,-103.174,1189.28
15.4073,-103.788,1204.21
14.7305,-103.554,1205.03
15.7464,-103.947,1238.2
15.5686,-104.158,1240.44
15.5798,-101.899,1204.02
15.8592,-102.435,1203.71
14.9991,-102.505,1204.67
14.9994,-100.848,1191.2
15.6079,-100.779,1204.18
15.6864,-99.7972,1204.4
14.8169,-99.7948,1205.36
14.9203,-100.964,1204.93
14.5286,-99.3486,1205.65
14.5088,-98.2182,1205.45
15.473,-97.9866,1205.06
15.907,-98.5959,1204.61
14.4591,-97.626,1195.7
14.6743,-96.4865,1197.47
14.6335,-97.1215,1204.98
15.1151,-97.1286,1205.09
15.835,-97.1869,1204.93
15.806,-96.062,1196.3
14.6812,-95.9161,1198.97
15.858,-95.1077,1198.07
14.8018,-95.3101,1201.02
14.8282,-95.1712,1202.05
14.432,-95.7536,1202.94
15.0503,-95.8165,1204.43
15.3294,-96.1565,1204.8
15.7831,-96.0506,1204.87
15.3059,-94.5561,1202.19
16.0942,-93.7734,1201.63
15.3003,-94.6153,1203.18
15.8289,-94.5378,1204.16
16.109,-93.6733,1202.8
16.4643,-174.792,1209.88
17.3038,-175.011,1210.27
17.3397,-175.119,1211.21
16.4036,-175.301,1213.41
16.317,-175.505,1215.71
16.3858,-175.571,1216
16.78,-175.655,1215.73
16.7239,-175.57,1216.46
17.0743,-175.693,1215.81
17.2594,-175.777,1218.66
16.6791,-175.845,1219.84
16.6368,-175.771,1220.19
16.7107,-175.829,1219.47
17.1834,-175.838,1220.18
17.3047,-175.9,1219.76
17.1763,-175.821,1222.42
16.2834,-175.517,1225.49
17.3586,-175.365,1227.6
16.3058,-174.649,1229.8
16.4949,-174.644,1230.55
17.4548,-174.625,1231.11
16.809,-174.52,1230.97
16.6102,-174.078,1232.69
16.8083,-174.106,1233.07
17.5382,-173.908,1234.07
16.0502,-173.158,1235.78
17.4279,-171.89,1201.01
16.6598,-172.053,1210.7
16.7398,-172.33,1211.9
16.2499,-172.468,1217.65
16.8045,-172.736,1221.61
16.9595,-172.845,1220.81
16.196,-172.334,1223.32
16.3466,-171.504,1227.46
17.0018,-171.725,1229.46
16.8294,-171.39,1230.93
16.5143,-172.892,1236.63
16.5249,-171.827,1239.25
16.8769,-170.489,1206.1
16.2034,-170.967,1208.3
16.29,-170.937,1232.69
17.2956,-171.304,1232.22
16.3822,-171.113,1240.77
16.8414,-170.639,1242.22
17.2442,-170.413,1242.61
16.5278,-169.622,1197.14
17.3147,-168.935,1202.4
17.4126,-169.782,1204.01
16.7005,-169.658,1236.13
16.7917,-168.568,1239.3
16.1421,-169.807,1242.94
16.9074,-169.186,1244.45
17.4449,-166.575,1197.75
16.4089,-167.614,1199.8
17.3621,-167.881,1241
16.5685,-167.173,1241.8
16.3508,-167.992,1246.54
17.49,-167.557,1247.94
16.4499,-165.143,1196.14
15.94,-165.389,1243.98
17.4638,-166.404,1243.38
16.6689,-165.114,1244.65
17.1219,-166.256,1249.72
17.259,-163.683,1189.45
16.6808,-164.159,1194.74
17.5757,-164.84,1195.29
17.133,-164.03,1245.95
16.9151,-164.68,1251.67
16.3423,-163.436,1253.01
17.1788,-163.795,1253.19
17.1013,-164.46,1252.4
16.6794,-163.13,1246.65
17.3019,-162.912,1254.53
16.3059,-161.608,1247.79
16.9359,-160.98,1248.38
16.0886,-159.1,1185.89
16.5317,-159.345,1189.6
16.3845,-159.817,1257.66
17.0162,-159.547,1258.28
17.7292,-159.331,1259.17
16.5102,-157.68,1184.58
16.5419,-158.016,1259.77
17.6719,-157.768,1261.02
16.5853,-156.109,1183.6
16.4292,-156.402,1251.79
16.585,-156.213,1252.28
16.6589,-155.954,1257.08
17.2106,-156.302,1256.6
16.3085,-156.396,1261.43
17.1833,-155.565,1263.49
17.5014,-154.939,1182.73
16.6051,-154.519,1259.85
16.839,-155.313,1258.73
16.2319,-155.209,1262.93
16.0479,-151.394,1264.78
16.0716,-151.108,1264
16.141,-151.177,1264.55
17.149,-152.21,1263.51
17.0785,-152.165,1264.53
17.2476,-149.333,1180.77
16.1709,-148.553,1180.91
16.858,-148.503,1180.78
17.5143,-148.344,1180.46
16.6778,-147.199,1180.51
17.1782,-145.354,1183.53
16.8586,-144.281,1180.07
17.2731,-141.452,1179.71
17.4323,-142.215,1183.13
16.0459,-140.933,1183.24
17.6806,-137.93,1179.35
16.4415,-139.053,1182.84
16.3763,-136.601,1245.43
16.3673,-135.917,1179.78
16.9995,-135.965,1179.54
17.0287,-135.904,1182.75
16.6446,-134.753,1240.98
16.6427,-136.031,1249.21
17.1111,-135.014,1250.78
16.1538,-134.615,1258.26
16.0606,-134.713,1259.03
16.0785,-135.942,1264.2
16.0785,-135.779,1264.4
16.2785,-135.867,1264
16.4925,-135.545,1263.81
16.6785,-135.51,1264
16.8768,-135.406,1263.8
17.0497,-135.155,1263.61
17.2186,-135.108,1263.82
17.5458,-134.965,1263.6
17.4311,-134.814,1263.91
16.1698,-134.071,1179.96
17.0897,-134.216,1179.6
17.2926,-133.733,1183.3
17.2282,-133.081,1183.59
15.9552,-133.185,1183.68
17.261,-132.98,1230.16
16.9212,-133.193,1235.51
16.8844,-134.189,1239.21
17.0883,-133.922,1238.01
16.2475,-134.407,1239.86
17.3965,-134.398,1240.51
17.0995,-134.3,1253.31
16.4502,-134.215,1256.31
16.8362,-134.034,1257
16.489,-134.394,1257.86
16.6149,-134.155,1257.43
16.9471,-134.156,1257.66
17.1185,-134.033,1257.17
17.4271,-133.935,1257.26
16.698,-134.623,1261.58
17.191,-134.174,1260.58
16.9438,-134.666,1262.44
17.4897,-134.589,1263.03
16.292,-133.047,1263.57
17.4678,-134.569,1263.99
15.9562,-132.495,1180.34
16.099,-131.898,1180.38
16.6813,-131.576,1225.06
16.9397,-131.637,1223.73
16.285,-131.495,1226.9
17.321,-132.948,1228.74
16.7687,-132.49,1231.58
17.1861,-132.826,1233.46
16.0428,-131.751,1241.4
17.2921,-131.92,1241.59
16.0837,-132.142,1243.02
16.2501,-132.315,1244.2
17.2658,-132.191,1242.76
17.26,-132.352,1243.82
16.8877,-132.445,1245.36
16.0875,-132.326,1246.96
16.2359,-132.398,1246
16.8964,-132.431,1246.56
17.0424,-132.373,1247.2
16.0352,-132.302,1247.78
17.0827,-132.076,1248.85
15.9419,-132.728,1251.37
17.5513,-131.97,1253.76
16.9806,-132.292,1260.16
17.4141,-131.822,1258.81
16.6499,-132.66,1262.82
16.7055,-132.904,1264.02
17.021,-132.508,1263.74
16.9975,-131.282,1180.23
16.1104,-130.74,1180.64
16.0689,-130.029,1185.07
16.4535,-130.201,1218.65
17.3101,-131.518,1220.61
16.2748,-129.834,1237.4
17.2666,-130.074,1237.59
16.6852,-130.296,1238
16.8695,-130.679,1238.63
17.286,-130.358,1238.02
16.6997,-131.323,1240.03
16.9121,-128.552,1181.04
16.2604,-128.637,1214.66
16.4175,-129.332,1216.45
16.8488,-128.77,1236.14
16.2706,-129.178,1236.62
17.0836,-129.465,1236.83
16.498,-127.689,1181.49
17.1801,-127.5,1186.93
17.3427,-127.021,1187.6
17.4561,-127.213,1206.81
17.152,-127.189,1208.01
16.9248,-127.176,1209.62
17.6477,-128.252,1210.39
17.3101,-128.168,1211.43
16.566,-128.09,1212.86
16.5345,-128.135,1235.64
16.3945,-127.507,1235.26
16.8569,-127.34,1235.04
16.8933,-125.761,1192.88
17.5348,-125.707,1196.02
17.127,-125.262,1199.98
16.1272,-124.977,1203.09
17.6348,-126.797,1205.38
16.408,-125.797,1206.54
17.2952,-126.431,1233.49
17.2064,-124.972,1182.82
17.3811,-124.703,1182.92
17.4285,-124.322,1182.89
16.0949,-124.762,1195.27
16.9651,-122.029,1228.27
16.5677,-122.869,1230.31
16.5726,-121.395,1182.78
17.5396,-120.972,1220.65
16.5754,-120.295,1222.75
16.9473,-121.017,1223.37
16.9305,-120.601,1222.2
16.6512,-120.621,1223.89
16.7256,-120.592,1225.19
16.8687,-120.958,1226.12
16.0113,-119.172,1182.94
17.2156,-119.82,1182.36
17.2704,-119.687,1214.98
16.6188,-118.974,1217.06
17.2064,-120.041,1216.65
16.6891,-119.736,1221.03
16.3679,-119.886,1224.12
16.1395,-119.545,1225.79
16.0407,-117.204,1183.1
16.8694,-117.233,1182.61
17.045,-117.556,1211.52
16.252,-117.937,1216.99
16.5082,-118.227,1215.82
