Points_0,Points_1,Points_2
35.5363,-92.7722,1203.66
36.3458,-92.8661,1203.38
36.2985,-92.6627,1203.81
36.6322,-92.4831,1204.36
36.5889,-92.2551,1207.16
36.6124,-92.2474,1210.42
35.2969,-92.2901,1210.91
36.4341,-92.2579,1211.43
35.5514,-92.0183,1212.35
36.3589,-91.9933,1213.62
35.9299,-91.6277,1214.26
36.9187,-92.1297,1231.29
35.7536,-92.6481,1232.63
35.4436,-92.406,1233.41
35.1657,-92.7383,1234.96
35.7202,-92.3307,1235.13
36.2676,-92.4376,1235.77
36.2559,-90.8891,1190.98
36.808,-89.9648,1229.37
36.7249,-90.0154,1229.87
36.2136,-91.1615,1232.41
36.342,-91.3557,1231.59
36.5137,-90.5368,1231.48
35.4735,-89.3087,1192.84
36.2605,-89.5612,1192.45
35.7087,-88.7193,1193.57
36.1003,-88.9946,1193.2
36.0784,-88.7596,1193.52
36.2772,-88.8127,1193.41
36.2175,-88.4114,1193.89
36.662,-89.0616,1193.17
35.4964,-89.711,1218.34
36.8413,-89.3846,1222.36
36.4719,-88.4386,1224.04
36.6431,-88.5248,1225.63
36.8971,-89.0451,1226.47
36.7019,-88.3549,1226.62
36.8177,-89.3835,1228.75
36.8645,-89.084,1228.9
36.7527,-89.7644,1230
36.1466,-87.2583,1195.79
35.399,-87.7174,1221.36
35.5652,-87.1274,1222.42
35.9906,-87.6151,1223.42
35.9437,-87.1929,1223.42
35.9738,-86.784,1223.34
36.1428,-88.236,1222.81
36.3382,-87.7626,1224.79
36.397,-86.8457,1224.37
36.0735,-85.3331,1221.76
36.4428,-85.082,1221.67
36.1742,-86.3276,1223.36
36.6735,-86.0534,1223.82
36.0575,-84.3919,1201.7
35.3293,-83.644,1205.23
35.9519,-83.921,1216.42
35.3168,-84.7425,1219.54
36.0545,-84.5822,1219.81
35.9253,-83.24,1208.75
36.5555,-83.2469,1210.93
36.8072,-174.412,1215.44
36.9053,-174.296,1215.01
37.6804,-174.095,1214.03
37.9027,-173.986,1215.53
36.8831,-174.546,1217.65
38.0327,-174.121,1217.75
37.3328,-174.272,1218.79
37.9432,-174.07,1219.61
37.3678,-174.251,1221.3
37.7678,-174.095,1220.61
38.2294,-173.831,1221.02
37.1041,-174.125,1222.2
38.0121,-173.731,1223.02
38.2412,-173.679,1222.59
37.347,-173.886,1223.97
37.9076,-173.594,1224.89
38.3472,-173.468,1224.35
38.3026,-173.191,1226.34
38.2813,-173.085,1227.25
37.4155,-173.225,1229.39
37.511,-172.254,1204.12
38.1009,-172.55,1205.42
37.9329,-172.405,1231.76
37.276,-169.84,1196
37.3354,-170.323,1197.36
37.7059,-170.346,1197.8
36.8352,-170.774,1198.72
37.0989,-170.671,1198.57
37.0528,-170.777,1198.76
37.4758,-170.794,1198.78
37.5715,-170.848,1199.06
37.4887,-170.656,1198.58
37.6872,-170.465,1198.21
37.8999,-170.554,1198.37
37.8674,-170.511,1211.15
38.342,-170.726,1213.91
37.2394,-171.097,1214.46
37.0871,-171.099,1215.96
37.222,-170.919,1221.01
37.6376,-170.053,1226.79
38.3149,-171.18,1235.44
36.9737,-171.162,1237.96
36.8346,-170.823,1238.84
36.8096,-170.8,1239.23
36.9737,-170.758,1239
36.854,-170.644,1239.45
37.0727,-170.676,1239.19
37.3074,-170.658,1238.59
37.2601,-170.673,1238.81
37.2868,-170.671,1239
37.2845,-170.554,1239.18
37.5045,-170.57,1238.79
37.462,-170.295,1239.42
37.8713,-170.452,1238.4
37.8859,-170.449,1238.6
38.0824,-170.365,1238.39
37.8856,-170.358,1238.78
37.8477,-170.242,1239
38.0861,-170.181,1238.81
38.2534,-170.183,1238.56
36.9951,-168.867,1193.86
36.9634,-169.504,1204.23
38.0288,-168.937,1202.75
38.7365,-168.361,1231.74
37.0179,-169.076,1233.05
37.1563,-169.014,1243.2
37.569,-167.422,1191.29
38.0909,-167.874,1199.59
37.7431,-166.724,1237.79
38.0057,-167.139,1236.69
37.8892,-168.011,1244.24
37.0316,-166.768,1247.4
37.5903,-166.686,1246.8
38.0148,-165.825,1194.79
36.9833,-165.518,1239.83
38.1256,-166.56,1246.4
38.1742,-166.421,1246.71
38.0959,-166.376,1246.97
37.4901,-166.153,1247.8
37.8144,-165.676,1248.25
37.0717,-165.353,1249.55
37.7649,-164.573,1192.21
36.7964,-164.95,1250.66
38.3679,-163.638,1250.51
37.9727,-163.58,1251.29
37.9784,-163.166,1184.95
37.8714,-162.266,1189.1
37.722,-162.721,1252.55
37.0345,-162.129,1254.35
38.0714,-161.472,1183.15
36.9131,-160.548,1187.01
36.9606,-161.385,1255.82
38.272,-159.759,1181.64
38.232,-158.973,1181.11
37.8501,-159.204,1185.01
37.6092,-158.689,1244.81
37.9585,-159.135,1257.95
37.3172,-158.658,1259.2
38.0984,-158.09,1180.41
37.1326,-156.946,1183.19
37.4464,-157.875,1183.8
38.4389,-158.349,1258.15
37.5128,-156.974,1245.66
38.0806,-156.368,1245.51
38.1063,-155.583,1245.94
37.0174,-155.588,1247.01
37.4891,-155.992,1246.2
36.8992,-156.119,1251.82
37.1466,-155.545,1250.97
37.5109,-155.585,1252.93
37.2794,-155.975,1253.98
37.6244,-155.526,1254.93
37.0842,-156.004,1257.02
37.1331,-156.167,1255.6
37.6867,-155.343,1255.95
37.4696,-156.075,1260.69
37.8722,-154.973,1246.58
37.873,-154.58,1247.02
38.341,-154.926,1246.26
38.2906,-154.534,1246.66
37.4901,-154.617,1247.61
37.1307,-154.966,1249.74
38.0061,-154.187,1250.44
37.6515,-155.134,1251.63
38.0833,-154.783,1253.04
38.2682,-154.485,1254.4
37.8986,-154.808,1256.76
38.3806,-154.122,1255.54
38.0507,-154.006,1257.97
37.4532,-154.798,1259.12
37.1822,-154.765,1260.6
37.2785,-154.765,1260.68
37.7667,-152.449,1210.53
37.8815,-152.457,1212.04
38.4176,-152.808,1213.19
37.9802,-152.252,1214.04
37.6178,-152.344,1217.49
38.2475,-153.489,1248.57
38.4107,-153.102,1249.42
38.4286,-152.944,1258.58
38.066,-153.543,1259.23
38.0785,-152.965,1260.3
38.3382,-152.379,1260.21
37.728,-153.794,1260.32
37.8785,-153.565,1260.48
38.1632,-151.592,1180.67
38.2628,-151.549,1203.21
37.7618,-151.709,1205.3
37.0372,-151.281,1207.39
36.8584,-151.513,1216.11
38.0069,-151.728,1222.36
37.9323,-150.843,1225.49
38.4222,-152.216,1259.93
37.0014,-149.293,1201.83
37.0057,-149.278,1228.39
37.5326,-147.749,1179.77
38.3142,-148.112,1195.08
37.1928,-148.293,1199.35
37.4889,-148.379,1230.75
38.0712,-147.67,1232.57
36.7042,-146.777,1176.7
37.6901,-145.809,1192.91
37.0611,-145.822,1193.98
38.1503,-147.029,1193.64
37.0296,-146.689,1232.87
38.0649,-146.201,1234.97
37.2205,-145.419,1179.64
37.2778,-144.367,1179.61
38.1078,-144.342,1179.57
37.7137,-144.939,1236.32
38.2695,-144.397,1237.82
37.364,-143.672,1176.62
37.3135,-143.215,1179.76
37.6705,-143.467,1190.74
37.2479,-142.132,1180.18
38.4115,-141.817,1180.72
37.9344,-141.704,1187.57
38.3931,-141.377,1241.96
36.8528,-140.256,1181.76
38.0543,-140.801,1181.83
37.2887,-139.774,1183.16
37.5738,-139.848,1185.7
37.4754,-139.568,1185.08
37.9603,-139.69,1215.28
37.0681,-139.385,1242.57
37.5724,-140.501,1242.1
38.3592,-140.716,1242.71
37.6898,-139.472,1243.12
37.8278,-138.447,1209.31
37.0479,-137.905,1213.83
37.502,-138.325,1212.35
37.1413,-138.352,1218.72
38.0877,-138.166,1221.86
38.1179,-136.611,1203.91
38.2926,-137.646,1205.31
37.2998,-136.879,1206.55
36.8651,-137.189,1211.49
36.8304,-137.134,1221.88
37.7035,-136.755,1224.3
38.2469,-137.292,1223.89
37.2321,-136.532,1244.95
36.9851,-135.042,1178.48
37.3333,-135.601,1178.56
37.3928,-135.228,1203.62
37.0563,-135.974,1205.27
37.2529,-135.74,1204.39
37.738,-136.039,1226.65
37.8783,-134.935,1246.39
37.6159,-133.778,1231.52
37.3682,-133.025,1232.68
37.0713,-133.573,1246.6
37.8553,-133.856,1247.08
38.1633,-134.439,1246.98
38.3315,-133.08,1258.39
38.0511,-131.721,1199.74
38.1773,-132.504,1234.65
37.2407,-132.003,1248.22
38.1963,-132.663,1248.82
37.7994,-131.721,1249.42
38.3594,-132.175,1249.79
38.3689,-131.78,1250.59
37.6516,-131.746,1256.77
37.8544,-131.53,1255.83
37.0114,-131.765,1258
37.098,-131.792,1257.81
37.0754,-131.543,1257.57
37.4988,-132.01,1258.37
37.8377,-132.564,1258.21
37.7572,-132.297,1257.35
37.6785,-131.965,1258.48
37.9472,-132.873,1257.58
37.8785,-132.918,1257.8
38.0785,-132.765,1258.41
38.1146,-132.572,1258.4
38.2538,-131.374,1176.92
37.7592,-131.066,1237
37.5889,-130.014,1238
37.6507,-130.953,1250.57
36.8877,-130.002,1251.1
37.2843,-130.184,1251.99
37.8663,-130.943,1251.22
38.0854,-131.023,1252.2
37.6477,-130.538,1252.87
36.9264,-130.231,1255.22
38.1001,-131.319,1254.39
37.0057,-131.274,1258.59
37.2847,-128.524,1176.55
37.7501,-129.756,1176.67
38.1879,-129.755,1196.59
36.9799,-128.554,1239.43
37.3057,-128.984,1238.99
37.6758,-128.801,1239.4
38.3295,-129.586,1238.78
36.8572,-129.755,1252.42
37.254,-126.943,1176.43
37.6837,-127.754,1176.39
38.3163,-127.994,1176.41
36.8578,-126.809,1194.09
37.1182,-127.384,1241.1
37.7469,-128.181,1240.39
37.8817,-127.727,1241.06
37.168,-126.812,1241.52
38.2298,-127.31,1241.51
37.8886,-125.226,1176.27
37.4444,-125.136,1190.25
37.4631,-125.384,1242.19
37.4352,-124.548,1176.34
37.3161,-124.572,1189.82
37.8491,-124.33,1189.23
38.3946,-123.883,1188.6
37.2318,-124.541,1242.66
37.9211,-124.617,1242.67
38.09,-123.621,1243.34
36.8571,-123.427,1176.6
37.4689,-122.715,1176.4
37.8828,-122.484,1176.35
37.116,-123.036,1189.16
37.0321,-123.195,1243.5
37.1371,-122.458,1243.77
36.9077,-122.223,1254.58
37.0604,-121.494,1176.72
37.8311,-120.73,1176.57
38.2769,-121.616,1176.49
38.1503,-121.141,1187.62
38.0071,-120.992,1244.01
37.001,-120.756,1254.29
38.2737,-119.885,1176.64
37.2616,-119.99,1244.27
38.113,-119.997,1244.34
37.6754,-119.349,1244.43
38.1014,-118.978,1244.48
37.009,-118.901,1253.88
37.3052,-118.965,1253.87
37.4338,-119.387,1253.96
37.4593,-119.185,1253.97
37.766,-119.503,1253.83
37.7289,-118.926,1253.87
38.2389,-119.94,1253.85
38.0348,-118.998,1253.81
36.8626,-119.336,1254.1
38.069,-118.543,1176.76
36.8594,-117.583,1244.24
37.6824,-118.553,1244.5
37.6165,-117.779,1244.44
37.9489,-117.749,1244.44
36.8095,-117.405,1253.68
38.0041,-118.422,1253.62
38.4177,-118.371,1253.6
37.9038,-117.097,1177.02
38.2686,-116.153,1177.1
36.9391,-115.555,1177.55
37.5562,-117.083,1187.76
38.3069,-115.556,1187.42
37.8628,-116.747,1244.19
37.8816,-115.79,1243.99
37.1809,-116.018,1253.35
36.8884,-114.186,1177.85
37.2531,-114.209,1177.78
37.6506,-114.721,1177.53
38.0883,-114.206,1243.81
38.0283,-114.04,1252.77
37.1097,-113.136,1178.05
38.0835,-113.568,1177.6
37.75,-112.339,1187.7
37.0985,-113.287,1243.47
37.262,-110.81,1178.78
38.0873,-111.587,1187.82
38.2726,-110.94,1242.6
38.2379,-110.344,1178.67
37.0805,-110.246,1178.99
37.3232,-109.382,1179.33
37.3172,-109.372,1188.78
37.0769,-110.376,1251.64
37.6538,-110.363,1251.59
37.8466,-107.859,1179.78
36.9251,-108.143,1189.4
37.8298,-107.744,1240.74
37.2379,-108.567,1241.5
37.9919,-108.511,1250.86
38.0515,-109.052,1251.17
38.1423,-108.744,1251.02
37.0213,-107.477,1180.09
38.1132,-106.355,1180.4
36.76,-106.022,1190.68
37.9339,-106.05,1190.62
37.4298,-106.189,1250.04
37.7927,-107,1250.37
37.896,-105.356,1180.87
37.8789,-104.508,1181.25
38.0781,-104.754,1181.2
38.0782,-104.283,1181.4
37.5442,-105.444,1239.17
37.5704,-104.323,1238.23
38.294,-104.927,1238.71
37.4621,-103.601,1181.82
37.8985,-103.181,1181.9
38.2802,-103.288,1181.89
37.018,-102.794,1182.33
38.1108,-102.906,1192.37
38.0691,-101.735,1182.65
38.1245,-101.599,1193.39
38.2473,-100.968,1193.84
37.3612,-101.958,1235.93
37.5905,-102.148,1247.93
37.6795,-100.639,1183.22
37.8752,-100.392,1183.39
36.8587,-100.156,1183.82
37.5604,-100.802,1194.04
37.3905,-99.5838,1194.81
36.8506,-100.223,1235.23
37.7816,-100.99,1235.28
36.8097,-99.8227,1245.74
37.2564,-100.846,1246.87
37.9369,-99.1816,1184.14
37.3955,-98.6626,1195.62
37.2006,-97.9952,1196.46
36.8547,-98.3146,1234.81
37.8827,-98.0051,1234.39
37.3182,-97.636,1185.13
36.902,-97.7758,1185.13
37.1063,-97.3686,1185.28
37.0719,-96.6919,1185.76
37.2711,-97.0156,1185.6
37.3155,-96.4461,1186.02
37.4946,-97.3277,1185.39
37.6904,-96.2023,1186.22
37.1532,-96.6233,1198.05
36.8968,-97.5781,1234.57
36.9645,-96.7451,1234.16
37.505,-97.3571,1234.3
37.8681,-96.7023,1233.81
38.446,-96.8709,1233.55
37.4507,-95.6877,1186.54
37.7023,-95.6549,1186.68
36.8568,-94.8522,1187.27
37.3795,-95.2671,1233.16
38.3001,-94.0687,1187.94
37.0936,-93.5404,1188.38
37.591,-93.8989,1201.72
38.0647,-94.6778,1232.42
37.923,-91.9238,1189.93
37.0658,-92.6049,1203.99
37.6591,-92.5739,1204.19
37.8361,-92.9093,1203.56
38.3771,-92.7246,1204.19
37.2764,-92.4532,1204.41
37.2315,-92.3355,1204.96
37.2493,-92.2706,1205.73
37.716,-92.4241,1204.62
38.1021,-92.3029,1205.46
37.328,-92.1694,1207.86
37.2122,-92.0895,1209.06
38.3118,-92.2572,1208
38.3622,-92.1518,1209.46
37.5054,-92.336,1212.44
38.0741,-92.4562,1216.41
37.7075,-92.0668,1219.08
37.981,-92.2653,1221.11
38.1466,-92.1085,1222.25
38.5013,-92.7916,1222.17
37.8601,-91.9925,1230.43
37.6543,-92.836,1237.17
36.8859,-90.316,1191.64
36.9088,-91.3568,1217.69
36.8679,-90.075,1221.17
37.348,-90.5173,1221.83
37.4371,-91.1144,1221.42
37.6539,-90.5989,1222.76
38.1014,-90.8525,1227.48
36.9427,-90.5109,1229.71
37.1358,-90.0932,1228.65
38.1448,-91.2146,1228.75
37.0141,-90.1417,1232.34
36.9393,-91.0427,1234.07
37.9279,-90.9976,1234.64
37.4994,-89.3771,1192.72
36.8499,-88.365,1194.09
37.2538,-89.7385,1223.24
37.334,-89.6295,1224.57
36.8773,-88.9503,1225.52
37.1343,-88.6356,1229.14
37.6372,-88.3489,1229.68
36.8555,-89.7823,1230.95
38.1106,-88.389,1230.24
38.2396,-89.7515,1232.8
37.097,-87.7694,1194.81
38.3355,-87.916,1194.77
36.9261,-87.7932,1226.94
37.1221,-87.4183,1226.86
37.8347,-86.893,1227.11
38.3165,-86.8679,1227.44
37.1716,-86.6116,1196.66
37.0778,-85.4432,1198.92
36.9097,-85.4156,1222.9
37.7304,-85.2517,1223.05
37.1098,-85.7384,1223.81
37.2897,-86.1575,1224.97
37.6986,-85.8384,1224.66
38.2747,-86.304,1226.15
38.0644,-84.3404,1201.52
37.4333,-83.8036,1203.49
37.1052,-84.1382,1218.11
37.7012,-84.4881,1219.94
37.0779,-84.8416,1221.37
38.2518,-84.8066,1221.51
37.9594,-83.2782,1206.38
37.6463,-83.1356,1208.09
38.3023,-83.1177,1209.23
38.8906,-173.066,1208.55
38.8286,-173.207,1210.02
38.6367,-173.58,1212.03
39.2345,-173.413,1212.23
39.4181,-173.506,1212.71
39.6037,-173.486,1213.11
39.924,-173.254,1213.35
40.0796,-173.128,1213.56
38.9037,-173.637,1213.99
39.7552,-173.334,1216.74
38.7191,-173.731,1218.15
39.0966,-173.487,1220.19
38.6915,-173.494,1221.35
38.481,-173.529,1222.78
38.7764,-173.5,1222.1
39.0058,-173.218,1222.9
38.9597,-171.611,1202.53
40.0213,-172.374,1206.56
39.8667,-172.803,1223.19
39.5389,-172.772,1224.22
38.8637,-172.945,1225.42
39.2829,-172.649,1226.6
39.5408,-172.494,1226.17
38.7181,-172.917,1227.19
38.8879,-172.821,1226.79
38.9338,-172.773,1227.71
39.5503,-172.572,1226.73
39.651,-172.209,1228.25
38.688,-172.707,1228.31
38.6801,-172.336,1230.12
38.4682,-170.223,1197.82
38.866,-170.225,1197.81
38.8358,-170.081,1197.42
39.1085,-170.118,1197.63
39.3503,-169.956,1196.82
38.8484,-170.388,1198.13
39.1046,-171.07,1200.96
39.6364,-170.223,1213.61
38.4477,-170.711,1214.97
39.8965,-170.145,1214.28
39.1044,-170.406,1215.61
38.4121,-170.376,1237.76
38.4633,-169.82,1239.1
39.2045,-168.481,1201.71
39.5501,-169.003,1204.95
39.4369,-169.661,1209.16
38.4526,-169.018,1229.62
39.0821,-168.606,1241.34
39.7943,-166.854,1198.11
39.2848,-167.88,1199.98
39.3242,-165.866,1188.55
38.8716,-165.436,1194.15
39.3775,-165.972,1195.79
38.597,-165.145,1239.07
38.8391,-165.758,1238.18
39.7,-166.169,1244.88
39.0309,-165.238,1247.43
39.8434,-165.222,1246.21
38.455,-165.109,1248.25
39.3932,-164.005,1185.91
39.0985,-163.787,1190.75
38.6979,-164.932,1192.95
38.5698,-164.635,1249.05
39.2281,-164.57,1248.05
39.2274,-163.973,1249.1
39.6313,-163.975,1248.59
39.6411,-162.838,1240.06
39.7577,-162.749,1250.09
38.6343,-160.652,1186.66
39.3079,-161.503,1187.42
39.83,-160.781,1242.06
38.5186,-160.922,1242.9
39.8694,-161.709,1251.04
38.768,-160.889,1253.73
38.9507,-161.318,1253.04
38.6857,-160.286,1254.93
39.1649,-159.883,1243.21
38.9307,-158.78,1256.99
39.9306,-157.634,1256.73
39.1085,-157.221,1258.54
39.5468,-155.876,1182.14
38.4699,-157.029,1244.96
38.9272,-156.394,1245.02
39.7872,-155.913,1244.95
39.9994,-155.909,1258.57
39.1825,-155.66,1259.61
39.3783,-154.62,1181.52
38.98,-153.648,1207.34
39.7456,-154.239,1206.11
39.4453,-154.309,1209.76
39.3808,-154.238,1211.38
39.4814,-154.244,1212.28
39.9088,-154.85,1217.49
39.0748,-153.966,1219.36
39.8074,-154.73,1219.81
39.9541,-154.741,1220.4
38.795,-155.335,1245.73
39.0823,-153.905,1246.8
39.6428,-154.199,1246.26
39.5686,-153.292,1177.84
39.0331,-153.098,1204.86
39.7963,-153.831,1204.65
38.4367,-152.759,1215.24
38.778,-153.069,1214.15
39.0604,-153.71,1220.37
39.6747,-152.77,1247.3
38.5726,-153.615,1247.57
38.7345,-153.026,1248.17
38.7179,-152.74,1248.61
38.6874,-153.143,1250.42
38.5522,-153.754,1251.45
39.1707,-152.747,1252.03
39.2621,-152.359,1251.16
38.7809,-153.587,1253
39.1623,-152.78,1253.02
38.7681,-153.549,1254
39.2225,-152.437,1254.03
38.7727,-152.927,1256.44
38.4785,-152.365,1260.29
39.3821,-153.703,1260.24
38.1854,-151.076,1177.24
39.3794,-150.723,1180.13
39.6939,-151.509,1197.51
39.0032,-150.865,1198.43
39.7032,-151.962,1198.6
39.5795,-152.188,1200.33
39.2979,-151.748,1225.75
38.9288,-150.952,1227.01
39.3779,-151.103,1248.98
39.6958,-151.321,1248.21
39.2771,-151.837,1250.02
39.3223,-151.212,1249.27
39.7266,-150.966,1250.39
39.6368,-151.571,1251.61
39.9024,-150.757,1251.39
39.8954,-150.786,1252.21
39.5037,-151.955,1252.62
39.6644,-151.216,1253.56
39.18,-150.913,1257.77
38.4785,-151.922,1260.2
38.5614,-151.765,1260
38.8337,-151.594,1258.83
38.8457,-150.765,1260
38.8785,-151.365,1260.13
38.471,-149.414,1179.99
39.4687,-149.375,1179.75
39.962,-150.826,1228.99
38.9762,-149.582,1230.04
39.7573,-150.203,1249.05
40.0324,-150.116,1250.63
40.0137,-149.78,1249.82
40.0722,-150.138,1251.92
38.9779,-150.472,1259.72
39.0567,-150.565,1260
39.2785,-149.365,1259.84
39.5891,-148.588,1179.6
38.879,-148.489,1231.97
39.4579,-148.075,1233.55
39.6587,-147.542,1234.73
39.3332,-148.965,1259.6
39.4785,-148.965,1259.75
39.4785,-148.315,1259.6
39.5303,-148.254,1259.25
39.6192,-148.165,1259.6
39.7115,-148.382,1259.64
39.73,-147.903,1259.57
39.1597,-146.54,1179.46
38.7363,-146.936,1192.78
38.8188,-147.134,1234.49
39.087,-146.633,1235.52
39.8066,-147.006,1259.39
39.8457,-146.481,1259
38.4175,-145.535,1179.46
38.6772,-144.592,1179.45
39.0654,-144.825,1179.41
39.7461,-144.706,1179.46
39.9724,-145.592,1258.7
40.0619,-145.365,1259.2
38.6487,-143.587,1179.69
38.7955,-143.118,1179.87
39.0691,-144.169,1179.49
39.2625,-143.565,1179.68
39.7117,-143.8,1179.65
39.7057,-143.164,1179.95
39.4129,-143.671,1188.54
40.0932,-142.827,1212.41
39.9316,-142.817,1241.78
39.0649,-142.517,1176.58
39.1566,-141.626,1181.46
39.0299,-141.031,1210.56
39.6186,-141.969,1210.64
39.6499,-141.677,1209.98
39.9673,-142.272,1210.39
39.5103,-142.001,1211.91
39.7079,-142.213,1214.25
39.6932,-141.746,1216.13
39.3981,-141.962,1242.58
39.4182,-142.634,1241.38
39.9374,-142.585,1242.59
39.3674,-141.375,1243.59
39.8847,-142.263,1243.4
39.8117,-141.645,1244.4
40.0369,-141.715,1245.04
39.5446,-140.903,1184.48
39.749,-140.207,1207.27
39.5154,-140.839,1208.96
39.0304,-140.585,1217.66
39.4475,-139.656,1221.94
38.9929,-140.123,1244.32
39.4886,-140.589,1244.76
39.8529,-140.061,1245.86
39.9939,-140.948,1245.61
39.9258,-139.949,1254.1
40.059,-140.119,1255.02
38.4827,-139.292,1177.31
40.1231,-139.029,1203.73
38.727,-139.398,1208.21
39.0992,-138.85,1222.77
39.6973,-138.641,1224.45
39.4785,-137.767,1243.4
38.9181,-138.923,1245.21
40.0944,-138.346,1253.04
39.7795,-138.996,1254.17
39.9829,-138.717,1255.1
40.067,-139.358,1256.19
39.9306,-139.007,1255.55
39.9647,-138.729,1256
39.9878,-138.343,1256.58
39.9758,-138.413,1256.94
39.9684,-138.137,1256.8
39.9248,-138.032,1257.07
38.5107,-137.05,1178.33
38.6181,-136.7,1178.46
38.8563,-136.095,1178.32
39.6636,-137.368,1178.43
39.8603,-137.155,1178.45
40.0214,-136.807,1178.31
38.6382,-137.8,1223.57
39.0779,-137.019,1226.08
39.268,-137.532,1225.3
39.021,-136.213,1228.61
38.6707,-136.965,1244
38.8676,-137.365,1243.6
38.6785,-136.965,1243.99
38.6785,-136.957,1244
38.8785,-137.376,1243.6
38.8785,-137.354,1243.6
38.8785,-137.365,1243.61
38.8785,-137.182,1243.8
38.8785,-137.181,1243.77
38.8957,-137.165,1243.8
38.8785,-137.147,1243.8
38.8785,-137.165,1243.81
38.8801,-137.002,1243.98
38.8785,-136.965,1243.97
38.8785,-136.942,1244
38.8785,-136.965,1244.02
39.277,-137.365,1243.8
39.2399,-137.147,1244.02
39.477,-137.765,1243.4
39.2785,-137.365,1243.8
39.2785,-137.363,1243.8
39.2966,-137.367,1243.8
39.2785,-137.201,1244
39.2785,-137.179,1243.95
39.2785,-137.113,1244.01
39.2785,-137.165,1244.04
39.2785,-137.032,1244.2
39.2785,-136.972,1244.13
39.3763,-136.965,1244.2
39.2785,-136.892,1244.21
39.2784,-136.952,1244.27
39.2785,-136.765,1244.35
39.4785,-137.765,1243.4
39.4801,-137.765,1243.4
39.4785,-137.763,1243.4
39.4785,-137.765,1243.4
39.4726,-137.586,1243.59
39.4785,-137.565,1243.59
39.4876,-137.547,1243.62
39.4699,-137.537,1243.62
39.4697,-137.548,1243.63
39.4785,-137.385,1243.8
39.4785,-137.365,1243.78
39.4785,-137.33,1243.82
39.4785,-137.349,1243.83
39.4785,-137.17,1244
39.4785,-137.165,1243.99
39.4833,-137.165,1244
39.4785,-137.16,1244
39.4785,-137.165,1244
39.6707,-137.165,1244.2
39.8739,-137.565,1243.8
39.8332,-137.365,1244
39.6893,-137.179,1244.19
39.6785,-137.155,1244.2
39.693,-137.154,1244.22
39.6785,-136.965,1244.35
39.8785,-137.559,1243.8
39.8785,-137.565,1243.8
39.8785,-137.41,1244
39.8785,-137.378,1243.94
39.9203,-137.347,1244.02
39.8785,-137.31,1244.01
39.8785,-137.356,1244.05
39.8785,-137.222,1244.19
39.8785,-137.165,1244.15
39.8714,-137.106,1244.21
39.8785,-137.165,1244.25
39.8617,-136.972,1244.35
39.1785,-136.765,1244.4
39.2785,-136.816,1244.4
39.2785,-136.72,1244.4
39.2785,-136.765,1244.44
39.6785,-137.013,1244.4
39.6785,-136.905,1244.41
39.6785,-136.965,1244.45
39.6785,-136.831,1244.59
39.6785,-136.772,1244.53
39.6785,-136.699,1244.61
39.6785,-136.765,1244.66
39.6785,-136.623,1244.79
39.6785,-136.573,1244.74
39.6785,-136.518,1244.8
39.6785,-136.565,1244.84
39.8785,-137.017,1244.4
39.9301,-136.965,1244.4
39.8737,-136.906,1244.41
39.8785,-136.965,1244.45
40.0578,-136.965,1244.6
39.8612,-136.771,1244.55
39.9145,-136.765,1244.6
39.8724,-136.719,1244.61
39.8785,-136.765,1244.63
40.0479,-136.765,1244.8
39.8572,-136.574,1244.77
39.8955,-136.565,1244.8
39.8785,-136.565,1244.81
40.0301,-136.565,1245
39.879,-136.95,1257.03
40.0323,-136.565,1256.8
39.8665,-136.546,1257.02
39.6029,-136.553,1257.22
39.7895,-137.365,1257.2
39.7689,-136.765,1258.2
39.9085,-136.515,1258.25
39.338,-135.967,1201.28
38.5177,-136.012,1246.56
39.7211,-134.756,1249.84
40.0628,-135.381,1250.25
39.5558,-134.739,1256.55
39.7171,-135.765,1256.98
40.0524,-136.165,1256.59
40.0215,-135.746,1256.38
39.2785,-135.628,1257.4
39.4457,-135.765,1258.2
39.3514,-135.347,1258.18
39.4969,-135.977,1258
39.5717,-135.965,1258.2
39.4785,-135.565,1258.29
39.4785,-135.365,1258.27
39.6568,-135.648,1258.24
38.4572,-134.305,1177.74
39.4049,-133.242,1177.24
38.8519,-133.775,1200.34
38.5112,-134.306,1247.63
39.1451,-134.556,1248.62
39.3337,-133.581,1250.12
39.4011,-133.361,1250.63
39.6781,-133.945,1250.61
39.6674,-133.335,1252.19
40.0381,-134.591,1250.99
39.8585,-133.864,1251.58
39.6683,-133.317,1252.81
39.8654,-133.763,1253.44
39.592,-133.766,1255.01
39.4997,-133.354,1254.39
39.8343,-133.972,1254.38
39.9531,-134.401,1254.81
38.7523,-133.382,1256.76
39.2637,-133.577,1255.78
39.8126,-134.522,1255.59
38.4812,-133.904,1257.61
38.8168,-134.389,1257.41
38.7048,-134.308,1257.61
38.7293,-134.036,1258.15
38.9257,-134.155,1257.2
39.0448,-134.335,1258.31
39.265,-131.562,1196.9
39.0102,-132.941,1199.21
38.9054,-132.75,1250.2
40.0331,-131.765,1249.4
38.5861,-131.778,1251.45
39.1085,-132.608,1251.22
38.4487,-131.513,1253.19
38.8185,-131.971,1252.45
38.8672,-132.178,1253.78
39.4072,-132.97,1253.6
39.3291,-132.739,1252.36
39.3235,-132.742,1253
38.4942,-132.015,1254.99
38.9155,-132.803,1255.4
39.0705,-132.597,1254.24
38.5383,-132.548,1256.03
